Claim ID,Date of Claim,Claim Amount,Claim Status,Reason for Claim,Settlement Date,Policy ID,Claim Settlement Days,Claim Settlement Buckets
CLM58356767,44392,70935,Pending,Play middle religious without main heavy become.,,POL39030203,0,Not Settled
CLM81768504,44872,31288,Denied,Century party also.,44911,POL55938009,39,<60 Days
CLM19192569,43843,4068,Pending,Republican throughout main billion drug.,43891,POL30587921,48,<60 Days
CLM82242944,45064,42503,Pending,Herself mean throughout support range.,45113,POL31358869,49,<60 Days
CLM93780931,44143,95688,Denied,Deal business evening usually most example.,,POL82008946,0,Not Settled
CLM61553323,45432,19012,Pending,Summer deep group add arrive skill every.,45470,POL55451317,38,<60 Days
CLM11564647,44865,19040,Pending,Mention store medical.,44946,POL73068892,81,<90 Days
CLM02410291,45510,75083,Approved,Feeling not good task card.,45590,POL87581875,80,<90 Days
CLM67670316,45162,21931,Approved,Body risk dinner.,,POL52467400,0,Not Settled
CLM10205358,45504,38157,Denied,Strategy democratic realize even.,45555,POL59775349,51,<60 Days
CLM37898724,44874,56009,Denied,Situation year down position baby eye.,44889,POL95771628,15,<30 Days
CLM43503728,45146,56489,Approved,Finally unit decision building simply.,,POL88099393,0,Not Settled
CLM40032592,44015,10844,Approved,Join TV blue condition improve health.,,POL42519290,0,Not Settled
CLM82625673,45066,18138,Pending,Brother follow or answer finally enter perhaps those.,45123,POL59147290,57,<60 Days
CLM74956675,45129,49130,Denied,Buy piece into usually.,45190,POL83634244,61,<90 Days
CLM33043291,44927,34650,Denied,Meeting financial court star account.,45002,POL90601372,75,<90 Days
CLM34027339,44285,46785,Approved,Poor high vote feel direction she.,,POL75770781,0,Not Settled
CLM18703150,45592,35163,Pending,Bill name concern wind old star one.,45631,POL80560091,39,<60 Days
CLM85678298,44780,83845,Approved,Research book score per woman year claim surface.,44817,POL91203477,37,<60 Days
CLM11944959,44382,13012,Pending,Theory later until free center matter.,44436,POL29271605,54,<60 Days
CLM75790121,45110,32979,Approved,Leg thought learn training.,45168,POL66992068,58,<60 Days
CLM65989918,44975,28030,Approved,Still power then fall.,45042,POL13020656,67,<90 Days
CLM30455768,44277,15574,Denied,Positive should middle.,44353,POL67344222,76,<90 Days
CLM25054131,45100,77540,Pending,Follow sure western force dinner include.,45130,POL03068532,30,<30 Days
CLM55677993,44130,37863,Denied,Whole choice design born upon enjoy.,,POL13957620,0,Not Settled
CLM87775976,45058,9001,Pending,And institution between name thing glass.,,POL23048183,0,Not Settled
CLM68363529,44564,79307,Approved,Bill finally system professor evening wrong.,44623,POL51084784,59,<60 Days
CLM37722450,45342,60655,Denied,Effort rest why now treat participant.,,POL50111095,0,Not Settled
CLM13282572,45015,91671,Approved,Agree place look bit would.,45039,POL39625921,24,<30 Days
CLM43205705,44634,30626,Approved,Education meeting carry whose energy.,,POL89484652,0,Not Settled
CLM64479778,45037,81408,Pending,Spend else coach arm crime.,45114,POL20003518,77,<90 Days
CLM38364706,44864,85321,Approved,Seven role again skin enjoy out increase.,,POL42141695,0,Not Settled
CLM82869302,44426,40672,Approved,Fund next heavy.,44463,POL36866670,37,<60 Days
CLM22643534,43896,82535,Approved,Parent tell the take action style air.,,POL45394277,0,Not Settled
CLM32011970,44887,96226,Approved,Arm certainly picture.,,POL52570875,0,Not Settled
CLM32496474,45073,73071,Approved,Reveal body here myself since fire least.,,POL84960859,0,Not Settled
CLM52052335,45566,83839,Approved,Prove we design provide edge five grow.,45584,POL75813186,18,<30 Days
CLM86859055,44858,46999,Denied,Have scene side owner.,44931,POL85168651,73,<90 Days
CLM06153011,45596,7183,Pending,Find expect tonight respond either she energy heart.,45637,POL89983994,41,<60 Days
CLM52903295,44796,93733,Pending,Million expect open popular door traditional.,,POL05710643,0,Not Settled
CLM97620610,44706,60597,Pending,Beyond again history stock.,,POL52520227,0,Not Settled
CLM71788505,44913,4885,Approved,Between experience forward enter six door or.,,POL22950477,0,Not Settled
CLM93005800,45103,32319,Approved,Collection TV pass work class.,45147,POL20003518,44,<60 Days
CLM95848877,44528,77172,Pending,Generation write various race bar.,,POL25350275,0,Not Settled
CLM33911324,44607,14531,Pending,Fly glass table mouth final.,44641,POL45684772,34,<60 Days
CLM05528897,44402,29809,Approved,Those bed citizen strategy.,,POL42173168,0,Not Settled
CLM07286311,44738,88647,Approved,Ground my take market know boy reflect.,44752,POL07109537,14,<30 Days
CLM89619657,44102,42838,Pending,National when story good trip state.,44121,POL43533359,19,<30 Days
CLM86474490,44348,65857,Pending,Public best lay ok fact.,44396,POL19466046,48,<60 Days
CLM03618943,44277,47686,Pending,Mission night common exactly off evening behavior.,44317,POL02082012,40,<60 Days
CLM77183325,44153,98100,Denied,Improve discussion check draw watch dark economy yourself.,44198,POL61092074,45,<60 Days
CLM29381410,44884,69564,Pending,Tell front form away result how team happen.,44900,POL01930886,16,<30 Days
CLM06152630,45321,83933,Approved,Success realize process rate modern.,45344,POL83865881,23,<30 Days
CLM21926470,45020,80496,Approved,Attack voice hear research young PM suggest.,45041,POL69636143,21,<30 Days
CLM73469744,44505,39889,Pending,Thing candidate sure dog tax.,44544,POL72882206,39,<60 Days
CLM41334652,43944,15180,Denied,Tend deep industry believe girl.,,POL23175808,0,Not Settled
CLM61466606,45088,77442,Denied,Particularly most risk current argue important.,45161,POL74810323,73,<90 Days
CLM44826496,44529,73597,Denied,Happy language new not.,,POL26288388,0,Not Settled
CLM15182656,45154,14933,Pending,Expect fly upon adult.,45241,POL63517748,87,<90 Days
CLM24835623,44741,88578,Pending,Nearly four of read can memory close share.,,POL42489589,0,Not Settled
CLM72706367,45313,17710,Approved,Rule line last quickly into mean available relate.,45361,POL73302546,48,<60 Days
CLM52605797,45498,86600,Pending,Song be level wish.,,POL61653642,0,Not Settled
CLM75123642,44889,21131,Denied,Lawyer performance huge tough step situation response.,44924,POL70638902,35,<60 Days
CLM21809096,43945,63541,Pending,Full continue rock generation rest own lot since.,,POL68750121,0,Not Settled
CLM57489924,45098,58305,Approved,Wall door degree tonight once.,45119,POL22483819,21,<30 Days
CLM36965035,44639,80698,Approved,Smile write bill whose.,44678,POL28660902,39,<60 Days
CLM75162343,43947,83707,Approved,Single financial modern their heavy rock.,44007,POL74198912,60,<60 Days
CLM59992069,44302,84491,Denied,See red off himself list tree price.,,POL94633881,0,Not Settled
CLM86737787,44771,85777,Denied,Question because floor ground.,,POL82098917,0,Not Settled
CLM78342773,44773,38663,Denied,Lot minute include difficult against hotel media.,,POL27502535,0,Not Settled
CLM85181157,44167,58460,Approved,Radio face know bit arm with.,44215,POL66737729,48,<60 Days
CLM07657122,44419,24976,Approved,Future toward remain wide painting size we.,44448,POL17760836,29,<30 Days
CLM67674039,45469,62323,Approved,Explain future break assume yard not.,45512,POL73129459,43,<60 Days
CLM96583719,44063,66706,Approved,Rest pull fish will do.,,POL12199855,0,Not Settled
CLM74804990,44727,77370,Pending,Notice start lot body federal town guy.,44785,POL11950441,58,<60 Days
CLM04626566,45347,8907,Pending,Production drug price throw thing.,45375,POL04079645,28,<30 Days
CLM81682680,45561,57798,Denied,Social computer cup father.,,POL96157939,0,Not Settled
CLM03944810,43973,73907,Approved,Send but according that among eye.,,POL81188650,0,Not Settled
CLM33966753,45378,24438,Denied,Sign already arm wide guy shoulder act.,45417,POL29044573,39,<60 Days
CLM45259744,43938,9607,Approved,General section sort high end performance.,43993,POL56813468,55,<60 Days
CLM13718852,44069,21456,Pending,Life by nice.,,POL91301507,0,Not Settled
CLM24711778,44222,69225,Approved,Catch cold minute customer.,44268,POL45551235,46,<60 Days
CLM84165958,45374,38928,Pending,Painting church situation our south whole wish.,45392,POL82675358,18,<30 Days
CLM66688531,45448,10298,Pending,Drive real rock language ahead.,45467,POL65805829,19,<30 Days
CLM71878500,45160,90125,Approved,Value kitchen boy reason go various away.,45229,POL84399262,69,<90 Days
CLM72058669,44234,7770,Pending,List go little free finally.,44323,POL04470175,89,<90 Days
CLM82693623,44990,74362,Approved,Identify himself clear take star great.,,POL04331178,0,Not Settled
CLM60171281,43877,37494,Denied,Standard him again drug crime many program.,,POL35480649,0,Not Settled
CLM85111554,44292,90541,Pending,Others often place support.,44382,POL05706478,90,<90 Days
CLM50636641,43888,45045,Denied,Item center central rock.,43937,POL03121117,49,<60 Days
CLM70026144,44699,45627,Denied,Ability serve deep but.,,POL68966328,0,Not Settled
CLM10687857,44328,62002,Denied,Central message culture bar change.,,POL57495535,0,Not Settled
CLM01484857,45352,46938,Approved,Note chance there seem include now purpose fish.,45429,POL18209726,77,<90 Days
CLM40219507,45007,12184,Denied,Yes big institution sell mission stage boy.,45064,POL80906414,57,<60 Days
CLM23693706,44960,47102,Pending,Business those plant.,,POL11989725,0,Not Settled
CLM62507839,44613,22005,Approved,Ten pressure everybody human wife project.,,POL64668667,0,Not Settled
CLM21442010,45272,28615,Denied,Course team listen level past.,45342,POL94744561,70,<90 Days
CLM39403639,44811,65718,Pending,Look ago common buy.,,POL14591104,0,Not Settled
CLM30914813,45580,14632,Pending,Fine father save single interesting road.,45665,POL84577702,85,<90 Days
CLM15168753,44265,90989,Pending,Everyone available role quality.,44310,POL17820094,45,<60 Days
CLM17744174,45543,46165,Pending,Early service letter event lawyer establish sometimes value.,45598,POL15046507,55,<60 Days
CLM59986452,44647,33171,Denied,Without could walk subject eight thought positive.,,POL10754194,0,Not Settled
CLM84505303,45263,20039,Approved,Only speech gas history fish so south.,45310,POL44670716,47,<60 Days
CLM41010865,44774,56076,Approved,Student oil admit manage single full.,,POL46408344,0,Not Settled
CLM50884871,43995,93469,Approved,Forward society yeah throw view service send.,,POL99391697,0,Not Settled
CLM83678912,44286,16143,Approved,Commercial process court security guess.,44339,POL86559672,53,<60 Days
CLM86590039,45002,17122,Approved,Maintain create tough.,45083,POL19976069,81,<90 Days
CLM85531910,43942,66090,Pending,Another president north night.,44003,POL01012522,61,<90 Days
CLM04199966,44962,12964,Pending,What street see check career experience.,45006,POL66757828,44,<60 Days
CLM14033568,45319,91445,Denied,Respond activity parent record sit child.,45333,POL45444901,14,<30 Days
CLM57750049,44110,45564,Pending,Expect law speak reduce discuss him.,,POL64120908,0,Not Settled
CLM45215310,44912,2542,Pending,At anyone wait give mention treat religious society.,44939,POL55586584,27,<30 Days
CLM39343538,44615,81091,Approved,Nor fish view provide appear religious religious.,,POL99499463,0,Not Settled
CLM80592890,45210,1997,Pending,Fly serious leg five.,,POL57578050,0,Not Settled
CLM52206909,43836,25632,Denied,Center lead wind blue last.,43882,POL58909677,46,<60 Days
CLM28308141,44892,71815,Approved,Candidate travel every station.,44968,POL23778009,76,<90 Days
CLM24425101,43968,59807,Approved,Police score itself tonight.,44042,POL60891078,74,<90 Days
CLM06383471,45150,34054,Approved,Then eight begin several major fine sell.,45168,POL61218156,18,<30 Days
CLM21307551,44802,86038,Approved,Sing night various film name whose east.,44848,POL03406980,46,<60 Days
CLM84433854,45262,30279,Denied,His collection best control guess another production money.,45283,POL11311249,21,<30 Days
CLM75456109,45379,15034,Approved,Left well tough.,,POL89719894,0,Not Settled
CLM97536396,44873,85289,Denied,Physical everybody season magazine of peace.,44904,POL46550237,31,<60 Days
CLM35996498,45148,7294,Pending,Best record actually difference mission behavior power against.,45164,POL07593318,16,<30 Days
CLM09852398,45152,87688,Approved,Save fill answer Republican rest trouble Mrs.,45180,POL29207851,28,<30 Days
CLM24147158,45222,10957,Pending,Within seat add.,45286,POL22240017,64,<90 Days
CLM96188524,45094,56331,Denied,Again buy eat live baby have.,45156,POL36118464,62,<90 Days
CLM30298088,44806,20242,Approved,Event modern save answer range.,44847,POL68700634,41,<60 Days
CLM73339823,44367,61789,Pending,Lot focus president hope force.,44383,POL29133385,16,<30 Days
CLM06503654,44496,13463,Pending,Spend identify test property.,44581,POL97583432,85,<90 Days
CLM05546730,44470,3307,Pending,Design middle attack much expert.,44498,POL19709461,28,<30 Days
CLM84636742,45010,39905,Pending,Capital south collection land treat line prove.,,POL20002970,0,Not Settled
CLM49114931,45599,83160,Denied,Usually million evening one.,,POL33767169,0,Not Settled
CLM29764595,44020,91160,Pending,Themselves term everyone girl feeling certain build.,44060,POL87901300,40,<60 Days
CLM03219525,44461,37930,Pending,Company surface word week official high son.,44487,POL56975228,26,<30 Days
CLM96786536,43840,30804,Approved,Affect continue lose imagine low sense.,43922,POL23806678,82,<90 Days
CLM45546302,44501,46069,Approved,Yard become under here machine image.,,POL29424100,0,Not Settled
CLM97208124,44699,59877,Approved,Child movement economy this.,44747,POL46902142,48,<60 Days
CLM39092713,45262,72432,Approved,Glass range system understand often cultural.,45273,POL83669063,11,<30 Days
CLM28193501,45434,92732,Denied,Level nor finish car point measure.,45473,POL99450257,39,<60 Days
CLM06536157,45583,5161,Pending,Pm discover plan.,,POL21871449,0,Not Settled
CLM00620631,45204,63760,Approved,Hope PM game.,,POL92941554,0,Not Settled
CLM78485532,43956,61699,Approved,At memory election check.,44002,POL46408344,46,<60 Days
CLM31832167,44168,27503,Pending,Quickly generation even pressure decision.,44249,POL38638977,81,<90 Days
CLM16181427,45171,34047,Pending,Authority success to young drive.,45208,POL03671194,37,<60 Days
CLM60184420,45532,38279,Approved,Major resource let model.,45542,POL42993604,10,<30 Days
CLM19629964,44911,57058,Denied,Check recognize often.,44989,POL83784659,78,<90 Days
CLM65443433,45049,73917,Denied,Tell course visit threat energy light.,45082,POL52570875,33,<60 Days
CLM52913203,44682,46478,Pending,Development since specific source fill pick away.,44760,POL13029856,78,<90 Days
CLM65099698,45598,8550,Pending,Bill per try song view sing a.,45632,POL75843997,34,<60 Days
CLM51308761,44840,46334,Denied,Let particular include leg hundred service dinner allow.,,POL20706206,0,Not Settled
