Payment ID,Date of Payment,Amount Paid,Payment Method,Payment Status,Policy ID
PAY51273676,44774,1048.71,Credit Card,Failed,POL14694740
PAY18574044,44603,138.42,Bank Transfer,Failed,POL12296231
PAY97391304,45089,1473.73,Cash,Successful,POL68220534
PAY52275973,45520,1398.5,Cash,Successful,POL08713900
PAY20379625,44653,396.52,Credit Card,Failed,POL79774019
PAY49522210,45412,79.31,Credit Card,Successful,POL48239604
PAY94181813,44603,866.34,Cash,Successful,POL77500354
PAY51027013,45493,138.24,Credit Card,Failed,POL22177049
PAY19514591,45303,97.41,Credit Card,Successful,POL03458249
PAY08260360,45546,321.36,Bank Transfer,Successful,POL48921687
PAY69393690,44644,1432.8,Credit Card,Failed,POL88351498
PAY72312364,44798,810.46,Credit Card,Successful,POL74008524
PAY97649108,45516,1080.98,Bank Transfer,Successful,POL23562501
PAY66340100,45610,387.58,Credit Card,Successful,POL81185546
PAY26658890,44630,1149.94,Cash,Successful,POL05225694
PAY14441043,44693,757.34,Cash,Successful,POL64589705
PAY28388199,44908,667.49,Bank Transfer,Failed,POL28043223
PAY99162603,45030,1178.09,Credit Card,Successful,POL87125515
PAY04932048,45146,1277.38,Bank Transfer,Successful,POL46564609
PAY44162314,45635,458.97,Credit Card,Successful,POL60212438
PAY73595417,44677,212.48,Credit Card,Successful,POL27685502
PAY84422016,45270,1332.23,Bank Transfer,Successful,POL16070403
PAY88269796,45080,1166.1,Cash,Successful,POL21637751
PAY63760392,44569,788.89,Cash,Failed,POL20742697
PAY07779712,45241,1031.3,Bank Transfer,Failed,POL20381025
PAY63629286,45391,700.12,Cash,Successful,POL45410336
PAY72088255,44778,335.83,Bank Transfer,Failed,POL15567639
PAY12429988,44771,466.25,Credit Card,Failed,POL94203944
PAY15182187,45195,261.22,Cash,Successful,POL79841700
PAY04169284,44663,230.06,Bank Transfer,Successful,POL21502603
PAY11705022,45226,1061.58,Bank Transfer,Failed,POL14781739
PAY03926769,44943,836.04,Cash,Failed,POL37985546
PAY68888293,44913,530.21,Cash,Successful,POL22408747
PAY22944973,44970,927.73,Cash,Failed,POL35077867
PAY45888305,44758,824.56,Credit Card,Successful,POL28804957
PAY20010478,45421,345.9,Cash,Failed,POL56070761
PAY28444642,45087,973.38,Credit Card,Failed,POL61445310
PAY61703010,44658,1461.74,Credit Card,Successful,POL64571358
PAY16554121,45139,1054.92,Credit Card,Successful,POL02082012
PAY71743581,45055,1212.79,Credit Card,Failed,POL05422944
PAY21323309,45442,1315.56,Cash,Failed,POL61565089
PAY59996797,45119,1311.76,Bank Transfer,Failed,POL38363742
PAY18358938,45611,188.03,Cash,Failed,POL00874992
PAY27461628,45295,635.59,Cash,Successful,POL32398329
PAY50270171,45426,970.61,Cash,Failed,POL19255943
PAY72806261,44574,937.4,Bank Transfer,Successful,POL79279066
PAY55211460,44870,504.26,Cash,Successful,POL03903128
PAY91652486,45321,718.92,Bank Transfer,Failed,POL04119250
PAY18915065,45014,174.55,Bank Transfer,Failed,POL97255988
PAY79640203,45216,916.06,Credit Card,Successful,POL00148188
PAY91970963,45104,729.43,Credit Card,Successful,POL85531608
PAY70805030,45287,917.49,Cash,Successful,POL94226268
PAY97895926,45512,1209.46,Credit Card,Failed,POL77958772
PAY38749230,45142,1369.13,Credit Card,Failed,POL79306031
PAY71240034,44717,444.2,Cash,Successful,POL35206157
PAY98463404,44609,1452.4,Credit Card,Failed,POL39137077
PAY00482016,45143,573.91,Bank Transfer,Failed,POL79056359
PAY63395494,45620,1353.06,Bank Transfer,Successful,POL57894817
PAY98088077,45127,1276.48,Bank Transfer,Successful,POL89077589
PAY31720543,45445,468.52,Cash,Successful,POL53010731
PAY85750241,44848,859.31,Bank Transfer,Successful,POL06742969
PAY08864946,44909,1017.63,Cash,Successful,POL36551695
PAY47594694,44619,1209.51,Cash,Successful,POL35832686
PAY55110995,44883,186.83,Credit Card,Successful,POL47741439
PAY27652739,45280,456.31,Credit Card,Failed,POL09606287
PAY97539574,44560,1324.91,Cash,Failed,POL79308293
PAY95348731,45363,91.72,Credit Card,Successful,POL70988897
PAY97852117,45037,1459.91,Credit Card,Successful,POL68879274
PAY49638955,44692,253.49,Bank Transfer,Failed,POL78264122
PAY09699752,44796,880.02,Credit Card,Failed,POL27486372
PAY58040624,44981,128.17,Bank Transfer,Failed,POL86998122
PAY75736240,44954,671.15,Credit Card,Failed,POL67523094
PAY40481240,45015,155.02,Credit Card,Successful,POL27444083
PAY44061023,44817,1313.08,Credit Card,Successful,POL24546559
PAY45190646,45127,1226.81,Credit Card,Failed,POL52131318
PAY57476576,44959,803.61,Credit Card,Successful,POL27279632
PAY36712914,44966,90.66,Credit Card,Successful,POL24220210
PAY76966302,45091,1190.6,Bank Transfer,Successful,POL94995920
PAY27258731,44664,92.85,Bank Transfer,Successful,POL96583337
PAY43514033,44704,124.77,Cash,Failed,POL26361547
PAY67641609,44602,334.36,Credit Card,Successful,POL78863924
PAY19135776,45545,963.46,Bank Transfer,Successful,POL55941578
PAY70603083,45487,83.97,Credit Card,Failed,POL27929198
PAY79317277,44957,894.71,Credit Card,Successful,POL00975705
PAY15269040,45048,1168.77,Credit Card,Successful,POL04929943
PAY17810786,45018,475.54,Bank Transfer,Failed,POL61367608
PAY36436131,45130,1306.64,Credit Card,Failed,POL85498031
PAY02736191,44950,808.16,Bank Transfer,Successful,POL84438611
PAY21136394,45185,474.01,Credit Card,Failed,POL66215442
PAY44959083,44857,622.49,Credit Card,Failed,POL01434989
PAY16295937,45299,92.31,Credit Card,Successful,POL32900389
PAY63926951,45120,1109.84,Credit Card,Failed,POL53331618
PAY74112212,45427,1199.98,Bank Transfer,Failed,POL64468653
PAY93068466,44984,715.57,Bank Transfer,Successful,POL20316917
PAY85673203,44582,846.57,Cash,Successful,POL22122728
PAY95972002,44811,258.87,Cash,Successful,POL91395324
PAY99743288,45246,1485.03,Cash,Failed,POL36714919
PAY54651335,45372,1192.18,Cash,Successful,POL22416756
PAY76393981,44721,1452.17,Cash,Failed,POL11298880
PAY57615758,45197,1289.07,Credit Card,Successful,POL46108222
PAY79270904,44997,1026.45,Cash,Successful,POL84679651
PAY41177803,44621,1450.33,Bank Transfer,Failed,POL84945685
PAY79142194,45082,611.24,Cash,Failed,POL69427919
PAY56284155,45015,953.92,Credit Card,Failed,POL37953515
PAY27866644,45182,1185.29,Credit Card,Failed,POL27667498
PAY16133629,45543,641.97,Bank Transfer,Failed,POL82823553
PAY20235546,44821,992.88,Bank Transfer,Failed,POL69557850
PAY13950511,45375,1246.91,Cash,Successful,POL38653037
PAY91912037,44768,1038.33,Cash,Failed,POL37628555
PAY45763008,44979,894.86,Cash,Failed,POL07226848
PAY22658183,44849,1330.48,Credit Card,Successful,POL79308293
PAY28832387,45260,1141.04,Bank Transfer,Failed,POL06464463
PAY50320991,45179,1243.13,Credit Card,Successful,POL17045726
PAY71355030,45078,800.29,Cash,Failed,POL92547677
PAY20890398,45542,1226.26,Cash,Successful,POL22220595
PAY35776022,44967,91.75,Credit Card,Failed,POL10536970
PAY90872770,45274,248.41,Bank Transfer,Failed,POL25999716
PAY57363426,44731,271.38,Cash,Failed,POL37640614
PAY97866998,45584,78.83,Cash,Successful,POL11657273
PAY91728508,45256,129.07,Credit Card,Failed,POL12925982
PAY72480399,45091,242.78,Credit Card,Failed,POL37953515
PAY12601443,45025,1425.85,Cash,Successful,POL54483538
PAY29977850,44796,676.89,Credit Card,Successful,POL36474565
PAY33133339,44634,1434.98,Cash,Failed,POL03461173
PAY16522409,45235,1326.59,Bank Transfer,Failed,POL94687907
PAY10486009,44583,293.71,Cash,Successful,POL77188684
PAY43197759,45525,1303.27,Cash,Failed,POL33884251
PAY88173302,44839,294.61,Cash,Successful,POL57602095
PAY47714478,45591,1115.28,Cash,Failed,POL01976477
PAY87292440,44950,802.5,Cash,Failed,POL99329003
PAY36111258,44707,1072.77,Credit Card,Failed,POL87122586
PAY12297471,45408,687.36,Cash,Failed,POL79167800
PAY49357558,44687,374.43,Credit Card,Successful,POL23926652
PAY54002614,44556,367.04,Bank Transfer,Successful,POL24211829
PAY62743373,44790,614.8,Cash,Successful,POL34084242
PAY40967345,44606,385.54,Credit Card,Successful,POL60030374
PAY30960171,45191,1356.3,Cash,Successful,POL36551695
PAY23473355,44658,1342.28,Credit Card,Failed,POL79257166
PAY84880582,45440,708.84,Cash,Failed,POL82077399
PAY99720043,45249,1125.29,Bank Transfer,Successful,POL19720600
PAY45383491,44770,553.1,Credit Card,Successful,POL70838123
PAY85761488,44736,1035.71,Bank Transfer,Failed,POL65765097
PAY74108763,44708,1174.46,Bank Transfer,Failed,POL61315068
PAY29583848,45633,116.28,Credit Card,Successful,POL38773717
PAY48211938,44655,69.87,Credit Card,Failed,POL36934313
PAY01477687,45225,369.06,Bank Transfer,Successful,POL50101215
PAY66486557,44643,1395.35,Credit Card,Successful,POL40767941
PAY80915652,45007,732.95,Credit Card,Successful,POL02913059
PAY34904317,44919,1244.01,Credit Card,Successful,POL22033410
PAY45033085,44856,492.47,Bank Transfer,Failed,POL45984534
PAY11351822,45536,916.6,Cash,Failed,POL84549394
PAY02161878,45458,1020.43,Cash,Failed,POL97443175
PAY62537149,45286,1328.84,Bank Transfer,Failed,POL40740703
PAY02783233,44991,255.53,Bank Transfer,Successful,POL82130427
PAY47611388,44588,187.82,Credit Card,Successful,POL12707693
PAY19550962,45263,586.18,Credit Card,Successful,POL81031536
PAY74029332,44557,303.71,Credit Card,Successful,POL06244566
PAY54810207,45437,611.31,Credit Card,Successful,POL61950574
PAY16443714,44675,737.59,Cash,Successful,POL69578293
PAY38593690,44915,576.25,Cash,Successful,POL55664607
PAY26512321,45646,1014.61,Cash,Failed,POL72766518
PAY86009859,44741,825.93,Credit Card,Successful,POL90177568
PAY29821583,45207,359.33,Cash,Failed,POL68033681
PAY74046440,44826,55.06,Cash,Failed,POL77958772
PAY47959013,44964,107.39,Credit Card,Successful,POL21820155
PAY35511073,44591,971.41,Cash,Successful,POL86241971
PAY70140439,44719,341.57,Cash,Failed,POL56451530
PAY14804812,45222,985.58,Credit Card,Successful,POL83559583
PAY68904311,45252,183.66,Bank Transfer,Failed,POL34084242
PAY86666224,44876,574.43,Cash,Successful,POL68888844
PAY57733933,45431,1282.58,Bank Transfer,Failed,POL83375511
PAY29439170,44986,1383.18,Cash,Failed,POL44316628
PAY87139526,45010,989.16,Credit Card,Successful,POL43895814
PAY51206406,45027,286.13,Bank Transfer,Failed,POL80161505
PAY52459304,44975,691.43,Bank Transfer,Failed,POL04929943
PAY45808812,44726,903.72,Credit Card,Successful,POL78303630
PAY74848288,45630,487.5,Credit Card,Failed,POL15788896
PAY27483748,44716,910.69,Cash,Failed,POL30197318
PAY01277721,45161,1115.37,Cash,Successful,POL71333294
PAY42042828,45374,1113.36,Credit Card,Failed,POL77433567
PAY43565996,45476,630.02,Bank Transfer,Failed,POL97742612
PAY44638654,44667,484.95,Bank Transfer,Failed,POL91135744
PAY58984743,45401,917.72,Bank Transfer,Failed,POL84424949
PAY78003480,45408,139.48,Bank Transfer,Failed,POL57078202
PAY13860220,44887,880.88,Credit Card,Failed,POL07162543
PAY99659092,44766,1253.67,Cash,Successful,POL54950027
PAY90912153,44888,1023.35,Cash,Successful,POL78989397
PAY54082673,44856,1005.71,Credit Card,Failed,POL57718786
PAY29772470,44916,646.65,Cash,Successful,POL58924354
PAY61286553,45547,265.64,Cash,Successful,POL11811289
PAY07669787,45348,582.58,Bank Transfer,Failed,POL43533359
PAY48491678,44918,1395.3,Cash,Failed,POL82889617
PAY30746375,44569,171.43,Bank Transfer,Successful,POL78264122
PAY44673163,45249,524.58,Cash,Failed,POL99664598
PAY38027575,44901,584.82,Bank Transfer,Failed,POL61467343
PAY58624112,45014,436.98,Cash,Failed,POL95032278
PAY65295178,44821,1044.7,Bank Transfer,Failed,POL90480498
PAY84094573,45398,1478.62,Credit Card,Failed,POL70096611
PAY89306424,45011,438.05,Credit Card,Failed,POL83104314
PAY95642867,44651,920.75,Credit Card,Successful,POL03026921
PAY02533461,45456,269.59,Cash,Successful,POL26020657
PAY49898310,45258,1276.58,Cash,Successful,POL25767436
PAY22693635,45428,1043.57,Credit Card,Failed,POL77958772
PAY79482982,45181,250.77,Cash,Successful,POL21795687
PAY25311560,45470,1485.48,Cash,Failed,POL87408952
PAY72578519,44574,1080.99,Bank Transfer,Failed,POL37802566
PAY43204897,45050,869.4,Cash,Failed,POL02457205
PAY60072580,45419,1206.49,Bank Transfer,Successful,POL45056410
PAY73336150,44869,1039.44,Cash,Successful,POL87735228
PAY77646162,45586,1223.05,Credit Card,Successful,POL37551406
PAY89512835,44877,322.95,Bank Transfer,Failed,POL82098917
PAY67946056,45391,626.96,Credit Card,Successful,POL93648130
PAY60616604,44569,427.06,Bank Transfer,Successful,POL15877374
PAY77436920,44646,951.51,Credit Card,Failed,POL72255591
PAY83665561,44698,1308.54,Cash,Failed,POL75133618
PAY91529878,45120,224.13,Bank Transfer,Successful,POL45200895
PAY94762201,44890,467.29,Credit Card,Successful,POL85712571
PAY59429705,44782,1326.54,Cash,Successful,POL94710663
PAY82703026,45048,1306.17,Credit Card,Successful,POL17484037
PAY12941649,45400,753.7,Cash,Successful,POL44326317
PAY67989372,44911,541.71,Cash,Failed,POL31918611
PAY55238988,44688,493.43,Cash,Successful,POL56971563
PAY01549487,45447,725.92,Cash,Failed,POL20853634
PAY05633093,45532,1061.55,Credit Card,Failed,POL19823419
PAY06202544,45557,246.77,Credit Card,Successful,POL25054429
PAY37157313,45439,1026.28,Cash,Failed,POL06082159
PAY95093656,45023,900.09,Cash,Successful,POL66258798
PAY79716426,45157,1376.64,Credit Card,Failed,POL30677627
PAY33782498,44954,1410.77,Cash,Successful,POL40270611
PAY88771893,45471,317.98,Cash,Successful,POL99720690
PAY06195893,44940,1069.51,Cash,Successful,POL18884095
PAY84173805,45620,1126.91,Credit Card,Failed,POL28107867
PAY92560522,45002,396.51,Bank Transfer,Successful,POL35164038
PAY90424166,45368,715.02,Bank Transfer,Failed,POL90998412
PAY25209445,45577,455.26,Cash,Failed,POL48239604
PAY11673259,45139,540.63,Cash,Failed,POL83630860
PAY79951575,44684,57.59,Cash,Successful,POL65656910
PAY74725423,45575,576.42,Credit Card,Failed,POL19625007
PAY11674182,44930,719.2,Bank Transfer,Failed,POL52791225
PAY32256343,45011,1146.59,Credit Card,Failed,POL26021266
PAY71775393,44749,169.82,Cash,Failed,POL14494138
PAY20208791,45497,438.35,Credit Card,Successful,POL68368522
PAY83115899,44575,155.99,Bank Transfer,Successful,POL56933693
PAY27068380,44783,677.03,Bank Transfer,Successful,POL69225417
PAY82852385,44870,225.18,Cash,Failed,POL76509626
PAY72294962,44852,485.99,Credit Card,Failed,POL09199923
PAY19868885,45054,381.99,Cash,Failed,POL85601999
PAY19687890,45519,331.75,Cash,Failed,POL25023935
PAY37080097,45502,1112.75,Credit Card,Successful,POL51866369
PAY93368678,45375,665.22,Cash,Failed,POL89952764
PAY39841062,45100,190.85,Credit Card,Failed,POL01530992
PAY55375400,44863,138.88,Bank Transfer,Successful,POL03268061
PAY81485855,44780,684.77,Cash,Failed,POL73654382
PAY97139046,45596,147.09,Credit Card,Failed,POL98651946
PAY58504570,45502,662.94,Credit Card,Failed,POL45017081
PAY01342974,44776,1155.86,Bank Transfer,Successful,POL39397182
PAY53717460,45396,1181.95,Bank Transfer,Successful,POL48790077
PAY42392809,45622,425.98,Credit Card,Successful,POL49595777
PAY20513898,44711,1140.1,Cash,Failed,POL54636446
PAY85383822,44733,316.72,Credit Card,Failed,POL33884251
PAY86427198,44692,1194,Bank Transfer,Successful,POL09476689
PAY22372874,45424,901.77,Cash,Failed,POL81404875
PAY16872235,44604,1409.16,Cash,Successful,POL02597557
PAY48108418,45100,187.29,Cash,Failed,POL09606287
PAY04751928,44657,829.59,Credit Card,Failed,POL58013295
PAY67013857,45352,501.81,Cash,Successful,POL83231801
PAY59017904,45237,926,Cash,Failed,POL01332140
PAY66847012,44639,203.01,Cash,Successful,POL12296231
PAY91817057,44899,1469.22,Credit Card,Successful,POL90485670
PAY52978704,45060,827.26,Credit Card,Successful,POL74047876
PAY62637238,45329,412.73,Credit Card,Failed,POL93764594
PAY98323719,44862,1104.02,Cash,Failed,POL17886964
PAY13716641,44898,630.88,Bank Transfer,Failed,POL52716316
PAY51317289,45449,578.03,Bank Transfer,Failed,POL15628115
PAY42325359,44842,845.94,Bank Transfer,Successful,POL59950728
PAY19122225,44839,662.76,Credit Card,Successful,POL80050460
PAY42134755,45141,151.42,Cash,Successful,POL80015306
PAY17447643,44857,384.64,Bank Transfer,Failed,POL01056651
PAY91086070,44770,1058.62,Cash,Successful,POL75784905
PAY44897404,45562,178.35,Bank Transfer,Failed,POL94407943
PAY28067332,45617,248.99,Bank Transfer,Failed,POL04101668
PAY73045582,45051,107.88,Bank Transfer,Failed,POL42267896
PAY08114923,45385,998.51,Cash,Failed,POL97525814
PAY69901780,44990,1062.11,Bank Transfer,Failed,POL79185105
PAY90724857,44714,376.6,Cash,Successful,POL09115909
PAY29980223,45605,497.35,Cash,Successful,POL42143112
PAY72662835,44678,211.36,Bank Transfer,Failed,POL50504166
PAY07688170,45384,347.25,Bank Transfer,Successful,POL67510645
PAY55778966,45025,387.79,Cash,Failed,POL40589612
PAY60607686,44868,136.43,Cash,Failed,POL90485670
PAY01184097,45482,299.36,Bank Transfer,Successful,POL28224422
PAY87505550,44774,790.57,Bank Transfer,Successful,POL20797511
PAY38352440,44672,258.51,Cash,Successful,POL89382366
PAY84204452,44565,1325.75,Bank Transfer,Successful,POL83094866
PAY89828816,45341,60.93,Bank Transfer,Failed,POL74071022
PAY11005222,44764,1258.24,Cash,Failed,POL02586223
PAY66284844,45597,377.26,Cash,Failed,POL27999053
PAY88459297,44576,1486.46,Cash,Successful,POL50110641
PAY27812261,44965,1092.07,Bank Transfer,Failed,POL41122818
PAY60979925,45339,1120.21,Credit Card,Failed,POL60169232
PAY28432706,45529,438.09,Cash,Failed,POL07805552
PAY64321756,45464,1334.88,Credit Card,Failed,POL10130655
PAY09821154,44727,1448.88,Cash,Successful,POL03359385
PAY07711643,44971,1210.01,Credit Card,Successful,POL08154404
PAY78341492,44833,140.12,Credit Card,Failed,POL01378372
PAY91489651,45580,730.57,Bank Transfer,Successful,POL58817915
PAY15484475,45147,1117,Cash,Failed,POL13070623
PAY30994060,45410,1023.42,Credit Card,Failed,POL06989593
PAY95138698,45299,1054.89,Bank Transfer,Successful,POL87616796
PAY04982828,45501,264.72,Cash,Successful,POL55078458
PAY95736796,44655,1455.24,Bank Transfer,Successful,POL65991604
PAY47497281,44658,1399.31,Bank Transfer,Failed,POL63414573
PAY21672573,44930,1441.91,Cash,Failed,POL96387470
PAY17578786,44849,790.36,Credit Card,Successful,POL36885821
PAY47613892,45000,92.01,Credit Card,Successful,POL05346693
PAY00999992,44942,404.33,Credit Card,Failed,POL38530404
PAY32072461,44697,125.75,Bank Transfer,Failed,POL26720328
PAY82019666,44577,331.64,Credit Card,Successful,POL61380833
PAY49371405,45368,517.64,Credit Card,Successful,POL94998693
PAY81846539,44796,892.74,Credit Card,Successful,POL15886204
PAY76081668,45065,1025.78,Bank Transfer,Failed,POL07837542
PAY19704350,45618,144.73,Credit Card,Failed,POL24756615
PAY31663309,45216,1298.23,Bank Transfer,Successful,POL39911083
PAY92818247,44712,399.08,Bank Transfer,Successful,POL22111965
PAY97233476,44703,1334.43,Cash,Successful,POL01471307
PAY04587410,45079,1160.65,Bank Transfer,Successful,POL58817915
